"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s121","f1",-0.6571,-1.1687,-5.643,-0.0783,-2.3642,-0.8492,-5.3419
"s121","f1",-0.664,-1.1669,-5.644,-0.0808,-2.3888,-0.8524,-5.644
"s121","f2",-0.6664,-1.1656,-2.6113,-0.0976,-2.5388,-0.8782,-5.6527
"s121","f2",-0.6664,-1.1656,-2.6113,-0.0976,-2.5388,-0.8782,-5.3517
"s121","f2",-0.667,-1.1785,-5.6542,-0.0993,-2.4781,-0.8819,-5.6542
"s121","f3",-0.6661,-1.1834,-2.4344,-0.1276,-2.4887,-0.9308,-5.6648
"s121","f3",-0.6621,-1.1891,-2.5186,-0.1288,-2.5508,-0.922,-5.3637
"s121","f3",-0.6724,-1.1974,-2.4631,-0.132,-2.4911,-0.93,-5.6672
"s121","f4",-0.6661,-1.1834,-2.4344,-0.1276,-2.4887,-0.9308,-5.6648
"s121","f4",-0.6621,-1.1891,-2.5186,-0.1288,-2.5508,-0.922,-5.3637
"s121","f4",-0.6724,-1.1974,-2.4631,-0.132,-2.4911,-0.93,-5.6672
"s122","f1",-0.6922,-1.3607,-2.2017,-0.1923,-2.6139,-0.915,-2.3129
"s122","f1",-0.6954,-1.371,-2.3212,-0.2075,-2.66,-0.9501,-2.4973
"s122","f1",-0.6855,-1.3504,-2.2357,-0.1669,-2.5367,-0.8926,-2.3606
"s122","f2",-0.6903,-1.3232,-2.2362,-0.1348,-2.6262,-0.8319,-2.2051
"s122","f2",-0.6886,-1.3231,-2.2104,-0.1132,-2.5114,-0.7954,-2.2958
"s122","f2",-0.6892,-1.3289,-2.1659,-0.1126,-2.4812,-0.7951,-2.2955
"s122","f3",-0.6809,-1.3345,-2.2337,-0.1647,-2.5669,-0.8822,-2.4504
"s122","f3",-0.6897,-1.3413,-2.1672,-0.1737,-2.6443,-0.904,-2.2708
"s122","f3",-0.688,-1.3505,-2.1936,-0.1715,-2.6435,-0.8968,-2.3839
"s122","f4",-0.6885,-1.3491,-2.2665,-0.1647,-2.6023,-0.8794,-2.3013
"s122","f4",-0.6882,-1.339,-2.2323,-0.1604,-2.7252,-0.8672,-2.3784
"s122","f4",-0.6903,-1.3334,-2.1746,-0.1621,-2.5337,-0.8696,-2.3788
"s123","f1",-0.6458,-1.2272,-2.059,-0.0679,-5.3378,-0.8506,-5.6388
"s123","f1",-0.6458,-1.2254,-2.0242,-0.0642,-5.637,-0.8467,-5.336
"s123","f1",-0.6442,-1.2226,-2.0578,-0.0667,-5.6376,-0.8452,-5.6376
"s123","f2",-0.6701,-1.2446,-2.04,-0.0952,-2.8747,-0.8783,-5.6528
"s123","f2",-0.6691,-1.2376,-2.0074,-0.0922,-3.0488,-0.8786,-5.3499
"s123","f2",-0.6742,-1.2353,-1.9987,-0.093,-5.652,-0.8826,-5.652
"s123","f3",-0.6655,-1.25,-2.0179,-0.0922,-5.6514,-0.8805,-5.6514
"s123","f3",-0.6655,-1.25,-2.0179,-0.0922,-5.6514,-0.8805,-5.3503
"s123","f3",-0.6739,-1.2443,-2.0091,-0.0936,-2.8744,-0.8817,-5.6525
"s123","f4",-0.6458,-1.2272,-2.059,-0.0679,-5.3378,-0.8506,-5.6388
"s123","f4",-0.6458,-1.2254,-2.0242,-0.0642,-5.637,-0.8467,-5.336
"s123","f4",-0.6442,-1.2226,-2.0578,-0.0667,-5.6376,-0.8452,-5.6376
"s124","f1",-0.6672,-1.4699,-1.8606,-0.2342,-2.7637,-1.1864,-5.7179
"s124","f1",-0.6646,-1.4643,-1.849,-0.218,-2.7581,-1.177,-5.4113
"s124","f1",-0.6715,-1.4532,-1.8292,-0.228,-2.8126,-1.1728,-5.7157
"s124","f2",-0.6619,-1.4592,-1.8368,-0.1458,-2.6405,-1.0248,-5.6819
"s124","f2",-0.6644,-1.4171,-1.8151,-0.1539,-2.6843,-1.0359,-5.3833
"s124","f2",-0.6573,-1.4509,-1.8618,-0.1463,-2.6399,-1.0233,-5.6813
"s124","f3",-0.6621,-1.4644,-1.8749,-0.2076,-2.5935,-1.1427,-5.7074
"s124","f3",-0.6579,-1.4433,-1.8534,-0.1869,-2.5846,-1.1119,-5.3975
"s124","f3",-0.6607,-1.4445,-1.834,-0.1838,-2.6559,-1.1029,-5.6973
"s124","f4",-0.6672,-1.4699,-1.8606,-0.2342,-2.7637,-1.1864,-5.7179
"s124","f4",-0.6646,-1.4643,-1.849,-0.218,-2.7581,-1.177,-5.4113
"s124","f4",-0.6715,-1.4532,-1.8292,-0.228,-2.8126,-1.1728,-5.7157
"s125","f1",-0.7243,-1.2726,-2.1247,-0.1209,-2.5226,-0.8841,-5.6688
"s125","f1",-0.7202,-1.2601,-2.1225,-0.1165,-5.6666,-0.9506,-5.3656
"s125","f1",-0.7224,-1.2682,-2.0996,-0.1207,-2.5886,-0.8804,-5.6678
"s125","f2",-0.7242,-1.2578,-2.0995,-0.1176,-5.6677,-0.8903,-5.6677
"s125","f2",-0.7126,-1.2464,-2.1349,-0.1168,-2.6663,-0.8875,-5.3653
"s125","f2",-0.7139,-1.2592,-2.1009,-0.1236,-2.6277,-0.8874,-5.6691
"s125","f3",-0.7191,-1.2641,-2.0703,-0.1295,-2.7181,-0.9097,-5.6724
"s125","f3",-0.7205,-1.2604,-2.1389,-0.1243,-5.6703,-0.8966,-5.3693
"s125","f3",-0.7198,-1.2602,-2.1139,-0.1251,-2.6702,-0.8927,-5.6702
"s125","f4",-0.7217,-1.2709,-2.1577,-0.167,-5.6892,-0.9682,-5.6892
"s125","f4",-0.7153,-1.268,-2.1362,-0.1188,-2.5885,-0.8845,-5.3666
"s125","f4",-0.7121,-1.2698,-2.0827,-0.1598,-2.6848,-0.954,-5.6848
"s126","f1",-0.7025,-1.3117,-5.6658,-0.1147,-5.3647,-0.8671,-2.387
"s126","f1",-0.7041,-1.3179,-2.6325,-0.135,-5.6739,-0.89,-2.0942
"s126","f1",-0.7024,-1.3312,-5.6676,-0.1184,-5.6676,-0.8608,-2.3889
"s126","f2",-0.7066,-1.3138,-2.5926,-0.0516,-5.3329,-0.7486,-2.1868
"s126","f2",-0.7093,-1.3297,-5.6372,-0.0554,-5.6372,-0.7633,-2.069
"s126","f2",-0.711,-1.3131,-5.6353,-0.0539,-5.6353,-0.7404,-2.2373
"s126","f3",-0.7015,-1.3252,-2.6676,-0.1199,-5.3666,-0.8656,-2.4124
"s126","f3",-0.7038,-1.3072,-5.6671,-0.1194,-5.6671,-0.8698,-2.2521
"s126","f3",-0.7096,-1.3131,-5.6653,-0.1126,-5.6653,-0.8618,-2.3229
"s126","f4",-0.7183,-1.3598,-5.7042,-0.199,-5.4031,-0.9949,-2.3424
"s126","f4",-0.7162,-1.3416,-5.6957,-0.1789,-5.6957,-0.9658,-2.4405
"s126","f4",-0.7154,-1.355,-2.6481,-0.1628,-5.6895,-0.9429,-2.5134
"s127","f1",-0.698,-1.322,-5.6874,-0.1671,-5.3864,-0.93,-2.2103
"s127","f1",-0.7018,-1.3273,-5.388,-0.1683,-5.689,-0.9455,-2.2119
"s127","f1",-0.7065,-1.3063,-5.6883,-0.1675,-5.6883,-0.9332,-2.4579
"s127","f2",-0.7098,-1.3298,-5.6722,-0.1247,-5.3712,-0.884,-2.1407
"s127","f2",-0.7051,-1.31,-5.3688,-0.1235,-5.6699,-0.8705,-2.1017
"s127","f2",-0.7133,-1.305,-5.6724,-0.1283,-5.6724,-0.8703,-2.0813
"s127","f3",-0.7048,-1.3245,-5.6728,-0.1273,-5.3718,-0.8797,-2.1957
"s127","f3",-0.7051,-1.2984,-5.3721,-0.1314,-5.6731,-0.8676,-2.2581
"s127","f3",-0.7108,-1.3328,-5.6732,-0.1281,-5.6732,-0.8643,-2.2582
"s127","f4",-0.7091,-1.3211,-5.6555,-0.0973,-5.3545,-0.8055,-2.0873
"s127","f4",-0.6609,-1.3237,-5.3551,-0.097,-5.6561,-0.8154,-2.2944
"s127","f4",-0.7013,-1.3186,-5.655,-0.0932,-5.655,-0.8225,-2.0318
"s128","f1",-0.6919,-1.3028,-5.6664,-0.1216,-5.3654,-0.8671,-2.0866
"s128","f1",-0.6944,-1.2827,-5.3637,-0.1179,-5.6647,-0.8661,-2.0965
"s128","f1",-0.6916,-1.3106,-5.6666,-0.1201,-5.6666,-0.8659,-2.3049
"s128","f2",-0.6889,-1.3152,-5.677,-0.1438,-5.3759,-0.9054,-2.1585
"s128","f2",-0.7005,-1.3128,-5.3754,-0.1405,-5.6764,-0.8975,-2.1324
"s128","f2",-0.6936,-1.3057,-5.6768,-0.1426,-5.6768,-0.9067,-2.2296
"s128","f3",-0.6913,-1.3093,-5.6537,-0.0922,-5.3527,-0.8212,-2.2065
"s128","f3",-0.6914,-1.2873,-5.3499,-0.0893,-5.6509,-0.8203,-2.0381
"s128","f3",-0.6875,-1.3135,-5.6499,-0.0857,-5.6499,-0.8086,-2.1586
"s128","f4",-0.6958,-1.3065,-5.3802,-0.1534,-5.3802,-0.9186,-2.1761
"s128","f4",-0.6976,-1.3092,-5.6821,-0.1545,-5.6821,-0.9247,-2.1507
"s128","f4",-0.6977,-1.3025,-5.6809,-0.1514,-5.6809,-0.9242,-2.1895
"s129","f1",-0.6915,-1.3018,-5.3491,-0.0869,-5.3491,-0.8056,-2.1186
"s129","f1",-0.6889,-1.2928,-5.645,-0.0774,-5.645,-0.7944,-2.101
"s129","f1",-0.7005,-1.2997,-5.6499,-0.0863,-5.6499,-0.8017,-2.0371
"s129","f2",-0.6962,-1.3179,-5.3729,-0.1359,-5.3729,-0.89,-2.2268
"s129","f2",-0.6997,-1.3182,-5.6742,-0.1373,-5.6742,-0.891,-2.1427
"s129","f2",-0.6986,-1.3122,-5.6777,-0.1453,-5.6777,-0.901,-2.1592
"s129","f3",-0.6968,-1.3082,-5.3689,-0.1281,-5.3689,-0.8783,-2.1385
"s129","f3",-0.694,-1.3077,-5.6713,-0.1289,-5.6713,-0.8859,-2.3288
"s129","f3",-0.7006,-1.3183,-5.6724,-0.1304,-5.6724,-0.8814,-2.2574
"s129","f4",-0.6913,-1.3,-5.3588,-0.1075,-5.3588,-0.8423,-2.0366
"s129","f4",-0.6973,-1.3064,-5.6625,-0.1118,-5.6625,-0.8489,-2.1711
"s129","f4",-0.698,-1.2982,-5.6618,-0.1105,-5.6618,-0.8396,-2.2147
"s130","f1",-0.706,-1.3398,-5.3772,-0.1428,-5.3772,-0.8943,-2.2469
"s130","f1",-0.7035,-1.3186,-2.6649,-0.1153,-5.6649,-0.8493,-2.3225
"s130","f1",-0.7067,-1.3181,-5.6605,-0.1035,-5.6605,-0.8423,-2.2803
"s130","f2",-0.7063,-1.328,-2.5606,-0.0598,-5.3388,-0.7735,-5.6398
"s130","f2",-0.705,-1.3155,-5.648,-0.0781,-5.648,-0.7949,-5.648
"s130","f2",-0.7124,-1.3087,-2.5476,-0.043,-5.6268,-0.7025,-2.047
"s130","f3",-0.7086,-1.3165,-5.6609,-0.1044,-5.3598,-0.8335,-2.3598
"s130","f3",-0.6994,-1.3327,-2.6156,-0.0996,-5.657,-0.8322,-2.2767
"s130","f3",-0.7112,-1.3313,-2.4835,-0.1031,-5.6596,-0.8284,-2.3374
"s130","f4",-0.7138,-1.3398,-5.3463,-0.0796,-5.3463,-0.7642,-2.2159
"s130","f4",-0.7226,-1.3444,-5.6769,-0.1372,-5.6769,-0.8613,-5.6769
"s130","f4",-0.7166,-1.3439,-5.6641,-0.1098,-5.6641,-0.8278,-5.6641
"s131","f1",-0.7021,-1.3135,-2.721,-0.1382,-5.3742,-0.8878,-2.2773
"s131","f1",-0.6943,-1.307,-5.6725,-0.1329,-5.6725,-0.8864,-2.33
"s131","f1",-0.6937,-1.3116,-5.6733,-0.1356,-5.6733,-0.8865,-2.2419
"s131","f2",-0.6944,-1.3243,-5.3715,-0.1334,-5.3715,-0.8802,-2.2923
"s131","f2",-0.6969,-1.3124,-5.6723,-0.1332,-5.6723,-0.8757,-2.3106
"s131","f2",-0.7048,-1.3139,-5.67,-0.1283,-5.67,-0.8511,-2.3689
"s131","f3",-0.6928,-1.3158,-5.3727,-0.1375,-5.3727,-0.8793,-2.2588
"s131","f3",-0.697,-1.3155,-5.6734,-0.1349,-5.6734,-0.8916,-2.1293
"s131","f3",-0.6941,-1.3077,-5.6732,-0.1355,-5.6732,-0.878,-2.3722
"s131","f4",-0.6983,-1.3339,-5.6841,-0.1604,-5.3831,-0.9096,-2.2528
"s131","f4",-0.7023,-1.3221,-5.7023,-0.2013,-5.7023,-0.9847,-2.3406
"s131","f4",-0.7096,-1.3431,-2.7562,-0.2204,-5.7105,-1.0141,-2.2955
"s132","f1",-0.7001,-1.3246,-5.3965,-0.1892,-5.3965,-0.984,-2.2351
"s132","f1",-0.6968,-1.3284,-5.6977,-0.1899,-5.6977,-0.9775,-2.2663
"s132","f1",-0.6938,-1.3197,-5.6981,-0.1923,-5.6981,-0.9838,-2.3002
"s132","f2",-0.6929,-1.2896,-5.3724,-0.1359,-5.3724,-0.8967,-2.242
"s132","f2",-0.695,-1.3066,-5.6795,-0.1492,-5.6795,-0.9131,-2.2024
"s132","f2",-0.691,-1.3055,-5.6728,-0.1328,-5.6728,-0.8932,-2.2749
"s132","f3",-0.6903,-1.312,-5.6775,-0.1441,-5.3765,-0.9111,-2.2004
"s132","f3",-0.6923,-1.3108,-5.3771,-0.1459,-5.6782,-0.9162,-2.1596
"s132","f3",-0.6955,-1.3192,-5.6809,-0.15,-5.6809,-0.9242,-2.2337
"s132","f4",-0.7024,-1.3208,-5.3777,-0.1459,-5.3777,-0.9078,-2.1602
"s132","f4",-0.7015,-1.3143,-5.6741,-0.1364,-5.6741,-0.881,-2.227
"s132","f4",-0.7024,-1.3148,-5.6746,-0.1361,-5.6746,-0.8885,-2.2766
"s133","f1",-0.696,-1.3089,-5.3639,-0.1181,-5.3639,-0.8615,-1.9406
"s133","f1",-0.6889,-1.3183,-5.6666,-0.1219,-5.6666,-0.8652,-2.0984
"s133","f1",-0.6901,-1.3151,-5.6595,-0.1076,-5.6595,-0.8433,-2.0363
"s133","f2",-0.6915,-1.3138,-5.3764,-0.1463,-5.3764,-0.9044,-2.1861
"s133","f2",-0.702,-1.3288,-5.6829,-0.1545,-5.6829,-0.9179,-2.1777
"s133","f2",-0.6931,-1.3066,-5.6758,-0.1418,-5.6758,-0.8962,-2.1706
"s133","f3",-0.694,-1.3225,-5.3775,-0.1474,-5.3775,-0.9062,-2.1345
"s133","f3",-0.696,-1.3104,-5.6796,-0.1498,-5.6796,-0.9154,-2.1233
"s133","f3",-0.6951,-1.3151,-5.6787,-0.1466,-5.6787,-0.9175,-2.1105
"s133","f4",-0.7006,-1.3408,-5.3661,-0.1215,-5.3661,-0.859,-1.977
"s133","f4",-0.695,-1.3092,-5.669,-0.1258,-5.669,-0.8788,-2.0563
"s133","f4",-0.6986,-1.3026,-5.6605,-0.1083,-5.6605,-0.8436,-2.0694
"s134","f1",-0.6896,-1.3235,-2.4899,-0.1187,-5.3649,-0.8646,-5.666
"s134","f1",-0.6967,-1.3409,-2.4932,-0.1243,-5.6693,-0.8659,-5.3683
"s134","f1",-0.6899,-1.325,-2.6694,-0.1244,-5.6694,-0.8715,-5.6694
"s134","f2",-0.6906,-1.3326,-2.4728,-0.1402,-5.3759,-0.9135,-5.677
"s134","f2",-0.6904,-1.3423,-2.4503,-0.1502,-5.6808,-0.9174,-5.3798
"s134","f2",-0.6923,-1.3589,-2.5999,-0.1463,-5.6791,-0.9067,-5.6791
"s134","f3",-0.691,-1.3283,-2.5548,-0.1227,-5.3677,-0.8764,-5.6688
"s134","f3",-0.6901,-1.3309,-2.5212,-0.1204,-5.6674,-0.8708,-5.3663
"s134","f3",-0.6885,-1.3291,-2.6675,-0.1211,-5.6675,-0.8689,-5.6675
"s134","f4",-0.6904,-1.3467,-2.4548,-0.1596,-5.3842,-0.9332,-5.6852
"s134","f4",-0.6904,-1.3467,-2.4548,-0.1596,-5.6852,-0.9332,-5.3842
"s134","f4",-0.693,-1.3467,-2.3427,-0.1581,-5.6851,-0.9448,-5.6851
"s135","f1",-0.6645,-1.3868,-1.8954,-0.1694,-5.3868,-0.9897,-5.6878
"s135","f1",-0.6603,-1.3622,-1.872,-0.1504,-5.6782,-0.9597,-5.3771
"s135","f1",-0.6658,-1.3639,-1.9058,-0.1275,-5.6692,-0.9265,-5.6692
"s135","f2",-0.6578,-1.3649,-1.8641,-0.1303,-5.3692,-0.9346,-5.6702
"s135","f2",-0.6615,-1.3661,-1.8796,-0.1212,-5.6649,-0.897,-5.3639
"s135","f2",-0.6638,-1.3633,-1.8796,-0.1036,-5.6577,-0.8774,-5.6577
"s135","f3",-0.6777,-1.3973,-1.8962,-0.2205,-5.4081,-1.0578,-5.7091
"s135","f3",-0.676,-1.377,-1.8521,-0.2091,-5.7034,-1.0416,-5.4023
"s135","f3",-0.6724,-1.3937,-1.913,-0.2135,-5.7054,-1.0484,-5.7054
"s135","f4",-0.6621,-1.3749,-1.8851,-0.163,-5.3835,-0.9881,-5.6845
"s135","f4",-0.6691,-1.3872,-1.8732,-0.1656,-5.6861,-0.9811,-5.3851
"s135","f4",-0.6574,-1.3675,-1.9053,-0.1609,-5.6835,-0.9837,-5.6835
"s136","f1",-0.7007,-1.3375,-5.3828,-0.1549,-5.3828,-0.9349,-2.1041
"s136","f1",-0.6962,-1.3151,-5.673,-0.1333,-5.673,-0.887,-2.1679
"s136","f1",-0.7011,-1.3385,-5.671,-0.1259,-5.671,-0.8842,-2.1796
"s136","f2",-0.6957,-1.3214,-5.3706,-0.1294,-5.3706,-0.8906,-2.1402
"s136","f2",-0.7004,-1.3166,-5.6707,-0.1274,-5.6707,-0.8797,-2.1793
"s136","f2",-0.7005,-1.3221,-5.6801,-0.1473,-5.6801,-0.9166,-2.2029
"s136","f3",-0.7029,-1.3236,-5.3805,-0.1502,-5.3805,-0.9256,-2.1252
"s136","f3",-0.7058,-1.3318,-5.6839,-0.1537,-5.6839,-0.9258,-2.269
"s136","f3",-0.7016,-1.3333,-5.6816,-0.1487,-5.6816,-0.9273,-2.1765
"s136","f4",-0.7045,-1.3508,-5.3862,-0.1618,-5.3862,-0.9352,-2.1821
"s136","f4",-0.7045,-1.3508,-5.6873,-0.1618,-5.6873,-0.9352,-2.1821
"s136","f4",-0.7051,-1.3284,-2.734,-0.1651,-5.6882,-0.9463,-2.2258
"s137","f1",-0.7083,-1.2962,-2.0219,-0.1286,-5.6654,-0.8335,-1.8945
"s137","f1",-0.7109,-1.3077,-2.0878,-0.1325,-2.7133,-0.8389,-1.9041
"s137","f1",-0.7094,-1.3053,-2.0969,-0.1274,-5.6651,-0.8332,-1.8139
"s137","f2",-0.7075,-1.3096,-2.0726,-0.126,-5.6637,-0.8205,-1.8376
"s137","f2",-0.7161,-1.311,-2.0393,-0.1437,-2.8276,-0.8506,-1.9324
"s137","f2",-0.7091,-1.3151,-2.0632,-0.1294,-5.6653,-0.8271,-1.8591
"s137","f3",-0.7091,-1.3151,-2.0632,-0.1294,-5.3643,-0.8271,-1.8591
"s137","f3",-0.7102,-1.3127,-2.1072,-0.2,-5.6983,-0.9611,-1.9823
"s137","f3",-0.7106,-1.3291,-2.1185,-0.2005,-5.6983,-0.9548,-2.017
"s137","f4",-0.7066,-1.3031,-2.1338,-0.1569,-5.3769,-0.8731,-1.8785
"s137","f4",-0.7121,-1.3095,-2.0876,-0.157,-5.6787,-0.8725,-1.8725
"s137","f4",-0.7059,-1.3044,-2.0953,-0.1736,-5.6864,-0.92,-1.9229
"s138","f1",-0.7031,-1.3545,-2.1582,-0.1455,-5.3757,-0.8935,-1.8194
"s138","f1",-0.7043,-1.3502,-2.145,-0.1421,-5.6765,-0.8969,-1.9605
"s138","f1",-0.7022,-1.3752,-2.2613,-0.1434,-5.6762,-0.8852,-1.8567
"s138","f2",-0.7205,-1.369,-2.2247,-0.1591,-2.842,-0.9428,-2.1957
"s138","f2",-0.713,-1.3429,-2.0601,-0.1521,-2.6833,-0.9445,-2.3611
"s138","f2",-0.7224,-1.3633,-2.1963,-0.1602,-2.5415,-0.9465,-2.3654
"s138","f3",-0.701,-1.3581,-2.2158,-0.1496,-2.724,-0.8887,-2.1342
"s138","f3",-0.6876,-1.3649,-2.1937,-0.1681,-5.685,-0.9261,-2.0129
"s138","f3",-0.6861,-1.3526,-2.2145,-0.1504,-2.7738,-0.8994,-1.9956
"s138","f4",-0.6892,-1.3499,-2.1792,-0.1684,-2.8393,-0.915,-2.0611
"s138","f4",-0.6874,-1.3541,-2.1364,-0.1568,-5.6804,-0.914,-2.0572
"s138","f4",-0.6922,-1.3697,-2.1416,-0.169,-2.7826,-0.926,-2.0522
"s139","f1",-0.7049,-1.3296,-1.8639,-0.136,-2.1138,-0.8926,-1.9711
"s139","f1",-0.707,-1.3167,-1.8927,-0.1369,-2.1267,-0.8977,-1.9384
"s139","f1",-0.7107,-1.3331,-1.8812,-0.1443,-2.1173,-0.894,-1.9412
"s139","f2",-0.7051,-1.3335,-1.8978,-0.1487,-2.1197,-0.9148,-1.9356
"s139","f2",-0.7059,-1.3286,-1.8833,-0.1654,-2.1642,-0.9376,-1.9045
"s139","f2",-0.7032,-1.3373,-1.8995,-0.1529,-2.1462,-0.9211,-1.9453
"s139","f3",-0.7067,-1.429,-1.7452,-0.1318,-2.1254,-0.8764,-2.0897
"s139","f3",-0.7058,-1.3877,-1.7151,-0.1126,-2.1544,-0.8407,-2.1155
"s139","f3",-0.696,-1.3974,-1.7332,-0.1102,-2.1661,-0.8359,-2.014
"s139","f4",-0.7025,-1.3405,-1.967,-0.1639,-2.1644,-0.9426,-1.8906
"s139","f4",-0.708,-1.346,-1.9117,-0.1623,-2.151,-0.939,-1.9191
"s139","f4",-0.7036,-1.3326,-1.9327,-0.1611,-2.1757,-0.9288,-1.9027
"s140","f1",-0.6744,-1.9797,-2.2016,-0.1456,-5.3777,-0.843,-5.6787
"s140","f1",-0.6812,-1.9548,-2.2019,-0.1468,-5.6791,-0.8485,-5.378
"s140","f1",-0.6812,-1.9445,-2.2145,-0.1393,-5.6769,-0.8456,-5.6769
"s140","f2",-0.6795,-1.9867,-2.1998,-0.1422,-5.3758,-0.8349,-5.6769
"s140","f2",-0.6747,-1.9483,-2.2746,-0.1331,-5.6726,-0.8207,-5.3715
"s140","f2",-0.6748,-1.9741,-2.1167,-0.1338,-5.673,-0.8254,-5.673
"s140","f3",-0.7182,-2.0331,-2.1895,-0.1108,-5.3656,-0.7927,-5.6666
"s140","f3",-0.7177,-1.996,-2.2702,-0.1151,-5.6681,-0.7862,-5.3671
"s140","f3",-0.7191,-2.0341,-2.2873,-0.1139,-5.6675,-0.7839,-5.6675
"s140","f4",-0.6691,-1.9744,-2.3018,-0.1527,-5.3809,-0.8671,-5.682
"s140","f4",-0.6733,-1.9921,-2.1681,-0.1335,-5.6733,-0.8307,-5.3723
"s140","f4",-0.6809,-1.9802,-2.2478,-0.1447,-5.6792,-0.8428,-5.6792
"s141","f1",-0.6745,-1.7475,-2.2006,-0.1735,-5.3909,-0.9167,-5.692
"s141","f1",-0.6708,-1.696,-2.1776,-0.1564,-5.6828,-0.8773,-5.3817
"s141","f1",-0.6714,-1.7254,-2.1611,-0.1488,-5.6796,-0.8674,-5.6796
"s141","f2",-0.7168,-1.7375,-2.2096,-0.1294,-5.371,-0.7987,-5.672
"s141","f2",-0.7299,-1.7205,-2.1136,-0.1288,-5.6699,-0.7625,-5.3688
"s141","f2",-0.7165,-1.7357,-2.29,-0.1267,-5.6702,-0.7838,-5.6702
"s141","f3",-0.6726,-1.7613,-2.3584,-0.1963,-5.3998,-0.9457,-5.7008
"s141","f3",-0.6705,-1.703,-2.2836,-0.1924,-5.6986,-0.9405,-5.3976
"s141","f3",-0.6659,-1.7159,-2.2023,-0.1814,-2.8485,-0.9257,-5.6936
"s141","f4",-0.6647,-1.7079,-2.2642,-0.1109,-5.3611,-0.8139,-5.6621
"s141","f4",-0.6607,-1.7101,-2.3584,-0.1062,-5.6594,-0.7967,-5.3584
"s141","f4",-0.6674,-1.7186,-2.2828,-0.1121,-5.663,-0.8039,-5.663
"s142","f1",-0.6936,-1.3785,-1.9599,-0.1749,-5.3913,-0.9839,-5.6923
"s142","f1",-0.699,-1.3832,-1.9147,-0.1746,-5.6928,-0.9904,-5.3918
"s142","f1",-0.6926,-1.3723,-1.898,-0.1696,-5.6904,-0.9923,-5.6904
"s142","f2",-0.6697,-1.3469,-1.8879,-0.1368,-5.3722,-0.9266,-5.6732
"s142","f2",-0.6751,-1.3616,-1.9121,-0.1405,-5.6755,-0.9367,-5.3745
"s142","f2",-0.6747,-1.3661,-1.9325,-0.1686,-5.6883,-0.9885,-5.6883
"s142","f3",-0.6965,-1.3776,-1.8963,-0.1819,-5.3946,-1.0099,-5.6957
"s142","f3",-0.7008,-1.3754,-1.8962,-0.1821,-5.6956,-0.9957,-5.3945
"s142","f3",-0.6946,-1.3837,-1.9173,-0.1816,-5.6955,-1.0018,-5.6955
"s142","f4",-0.6756,-1.3341,-1.9051,-0.1265,-5.3675,-0.9059,-5.6686
"s142","f4",-0.678,-1.3525,-1.9297,-0.1138,-5.6621,-0.8697,-5.3611
"s142","f4",-0.6799,-1.3511,-1.852,-0.1181,-5.6649,-0.8882,-5.6649
"s143","f1",-0.6414,-1.2992,-1.6079,-0.1169,-2.879,-0.909,-5.6572
"s143","f1",-0.6354,-1.2974,-1.6139,-0.1145,-2.8102,-0.8995,-5.3543
"s143","f1",-0.6374,-1.2978,-1.6065,-0.1158,-2.6557,-0.9114,-5.6557
"s143","f2",-0.6263,-1.2766,-2.1181,-0.0959,-2.8044,-0.8794,-5.6495
"s143","f2",-0.6316,-1.283,-2.1318,-0.0952,-2.8722,-0.8824,-5.3493
"s143","f2",-0.6353,-1.2829,-2.1488,-0.1019,-5.654,-0.8936,-5.654
"s143","f3",-0.6688,-1.1875,-2.4813,-0.1117,-2.4021,-0.8836,-5.6573
"s143","f3",-0.6744,-1.1906,-2.6176,-0.1111,-2.4829,-0.8866,-5.3579
"s143","f3",-0.6678,-1.194,-2.4803,-0.1089,-2.3776,-0.8826,-5.6564
"s143","f4",-0.6688,-1.1875,-2.4813,-0.1117,-2.4021,-0.8836,-5.6573
"s143","f4",-0.6744,-1.1906,-2.6176,-0.1111,-2.4829,-0.8866,-5.3579
"s143","f4",-0.6678,-1.194,-2.4803,-0.1089,-2.3776,-0.8826,-5.6564
"s144","f1",-0.6398,-1.3409,-5.3558,-0.1283,-5.6569,-0.7859,-5.6569
"s144","f1",-0.6336,-1.3351,-5.6552,-0.1281,-2.9563,-0.7825,-5.3542
"s144","f1",-0.6324,-1.3321,-5.6544,-0.1248,-5.6544,-0.784,-5.6544
"s144","f2",-0.6319,-1.3141,-5.3475,-0.1135,-5.6486,-0.7632,-5.6486
"s144","f2",-0.6296,-1.3399,-5.6495,-0.1139,-5.3485,-0.7699,-5.3485
"s144","f2",-0.6319,-1.3263,-5.6506,-0.1166,-5.6506,-0.7675,-5.6506
"s144","f3",-0.6326,-1.3375,-5.344,-0.1049,-2.7999,-0.7518,-5.645
"s144","f3",-0.6246,-1.3252,-5.6433,-0.1036,-2.7982,-0.7551,-5.3422
"s144","f3",-0.6291,-1.3226,-5.6448,-0.1065,-2.8667,-0.755,-5.6448
"s144","f4",-0.6398,-1.3409,-5.3558,-0.1283,-5.6569,-0.7859,-5.6569
"s144","f4",-0.6336,-1.3351,-5.6552,-0.1281,-2.9563,-0.7825,-5.3542
"s144","f4",-0.6324,-1.3321,-5.6544,-0.1248,-5.6544,-0.784,-5.6544
"s145","f1",-0.7356,-5.6409,-1.6197,-0.0684,-1.445,-0.7378,-5.6409
